image_id,llava_med_head,clip_probe_head
ISIC_0060994,a1,a2
ISIC_0061037,a0,a0
ISIC_0061040,a0,a0
ISIC_0061056,a0,a2
ISIC_0061057,a1,a3
ISIC_0061061,a0,a0
ISIC_0061066,a0,a0
ISIC_0061068,a3,a2
ISIC_0061077,a3,a0
ISIC_0061111,a0,a0
ISIC_0061119,a0,a2
ISIC_0061121,a1,a2
ISIC_0061126,a0,a0
ISIC_0061134,a0,a3
ISIC_0061135,a0,a2
ISIC_0061158,a0,a2
ISIC_0061168,a0,a1
ISIC_0061173,a3,a3
ISIC_0061174,a0,a2
ISIC_0061183,a3,a1
ISIC_0061188,a0,a0
ISIC_0061206,a0,a2
ISIC_0061208,a0,a1
ISIC_0061209,a1,a3
ISIC_0061241,a0,a0
ISIC_0061270,a1,a2
ISIC_0061274,a1,a0
ISIC_0061285,a1,a2
ISIC_0061294,a0,a2
ISIC_0061307,a1,a2
ISIC_0061330,a3,a0
ISIC_0061381,a1,a0
ISIC_0061407,a0,a3
ISIC_0061410,a3,a1
ISIC_0061423,a0,a1
ISIC_0061438,a0,a2
ISIC_0061446,a0,a2
ISIC_0061478,a1,a0
ISIC_0061490,a1,a3
ISIC_0061504,a1,a3
ISIC_0061511,a1,a2
ISIC_0061513,a0,a2
ISIC_0061516,a1,a3
ISIC_0061531,a0,a2
ISIC_0061532,a0,a3
ISIC_0061558,a0,a0
ISIC_0061560,a3,a0
ISIC_0061563,a1,a0
ISIC_0061564,a0,a0
ISIC_0061586,a3,a2
ISIC_0061600,a0,a2
ISIC_0061607,a0,a2
ISIC_0061617,a0,a0
ISIC_0061623,a0,a0
ISIC_0061624,a0,a3
ISIC_0061643,a0,a3
ISIC_0061647,a0,a3
ISIC_0061687,a3,a2
ISIC_0061692,a1,a1
ISIC_0061732,a0,a2
ISIC_0061738,a1,a2
ISIC_0061751,a3,a3
ISIC_0061766,a0,a0
ISIC_0061774,a0,a0
ISIC_0061778,a0,a1
ISIC_0061787,a0,a2
ISIC_0061792,a0,a0
ISIC_0061799,a0,a2
ISIC_0061803,a1,a0
ISIC_0061814,a0,a2
ISIC_0061825,a0,a3
ISIC_0061847,a0,a0
ISIC_0061862,a1,a1
ISIC_0061896,a0,a2
ISIC_0061899,a0,a1
ISIC_0061900,a3,a3
ISIC_0061903,a0,a0
ISIC_0061908,a0,a2
ISIC_0061923,a3,a3
ISIC_0061929,a1,a0
ISIC_0061941,a1,a3
ISIC_0061966,a1,a0
ISIC_0061981,a0,a1
ISIC_0061999,a0,a2
ISIC_0062005,a0,a2
ISIC_0062006,a0,a2
ISIC_0062008,a0,a0
ISIC_0062025,a1,a0
ISIC_0062026,a0,a3
ISIC_0062027,a0,a3
ISIC_0062043,a0,a0
ISIC_0062065,a1,a0
ISIC_0062066,a1,a2
ISIC_0062087,a0,a3
ISIC_0062092,a1,a0
ISIC_0062104,a0,a2
ISIC_0062115,a1,a3
ISIC_0062132,a0,a2
ISIC_0062137,a0,a1
ISIC_0062141,a0,a3
ISIC_0062144,a0,a0
ISIC_0062148,a0,a0
ISIC_0062153,a0,a0
ISIC_0062158,a0,a3
ISIC_0062161,a1,a3
ISIC_0062162,a1,a2
ISIC_0062185,a2,a0
ISIC_0062187,a1,a1
ISIC_0062193,a0,a0
ISIC_0062198,a0,a0
ISIC_0062201,a0,a1
ISIC_0062204,a1,a3
ISIC_0062209,a0,a1
ISIC_0062224,a3,a2
ISIC_0062225,a3,a2
ISIC_0062245,a1,a2
ISIC_0062260,a3,a3
ISIC_0062261,a0,a2
ISIC_0062271,a0,a2
ISIC_0062286,a0,a1
ISIC_0062295,a0,a1
ISIC_0062297,a0,a1
ISIC_0062305,a0,a2
ISIC_0062306,a0,a0
ISIC_0062310,a0,a0
ISIC_0062320,a1,a0
ISIC_0062352,a3,a0
ISIC_0062361,a0,a2
ISIC_0062368,a0,a2
ISIC_0062370,a1,a0
ISIC_0062382,a1,a3
ISIC_0062387,a0,a2
ISIC_0062408,a2,a2
ISIC_0062409,a0,a2
ISIC_0062423,a1,a3
ISIC_0062424,a1,a1
ISIC_0062443,a0,a3
ISIC_0062446,a1,a0
ISIC_0062451,a0,a3
ISIC_0062456,a1,a0
ISIC_0062463,a0,a2
ISIC_0062465,a0,a0
ISIC_0062484,a0,a0
ISIC_0062506,a1,a0
ISIC_0062508,a0,a2
ISIC_0062516,a0,a0
ISIC_0062517,a0,a2
ISIC_0062525,a1,a2
ISIC_0062531,a0,a3
ISIC_0062534,a0,a1
ISIC_0062544,a1,a2
ISIC_0062549,a0,a2
ISIC_0062590,a1,a2
ISIC_0062596,a0,a0
ISIC_0062601,a1,a2
ISIC_0062609,a1,a2
ISIC_0062611,a1,a2
ISIC_0062616,a0,a0
ISIC_0062626,a0,a3
ISIC_0062661,a0,a3
ISIC_0062662,a0,a2
ISIC_0062664,a0,a2
ISIC_0062683,a0,a2
ISIC_0062702,a1,a0
ISIC_0062703,a0,a0
ISIC_0062713,a1,a2
ISIC_0062717,a0,a0
ISIC_0062718,a0,a0
ISIC_0062721,a1,a3
ISIC_0062726,a3,a0
ISIC_0062762,a0,a3
ISIC_0062779,a0,a1
ISIC_0062791,a1,a0
ISIC_0062803,a1,a0
ISIC_0062804,a0,a1
ISIC_0062810,a1,a1
ISIC_0062816,a3,a0
ISIC_0062830,a1,a1
ISIC_0062834,a0,a2
ISIC_0062837,a0,a2
ISIC_0062842,a1,a0
ISIC_0062847,a0,a0
ISIC_0062863,a0,a0
ISIC_0062864,a1,a0
ISIC_0062877,a0,a2
ISIC_0062891,a3,a0
ISIC_0062894,a1,a2
ISIC_0062903,a0,a2
ISIC_0062912,a1,a0
ISIC_0062917,a0,a0
ISIC_0062927,a1,a2
ISIC_0062935,a0,a3
ISIC_0062945,a0,a2
ISIC_0062951,a3,a2
ISIC_0062953,a1,a1
ISIC_0062960,a2,a0
ISIC_0062961,a0,a1
ISIC_0062970,a3,a0
ISIC_0062973,a1,a0
ISIC_0062979,a0,a0
ISIC_0062980,a1,a1
ISIC_0063001,a0,a0
ISIC_0063003,a0,a1
ISIC_0063005,a2,a0
ISIC_0063007,a1,a2
ISIC_0063030,a0,a2
ISIC_0063035,a0,a1
ISIC_0063045,a0,a2
ISIC_0063047,a3,a2
ISIC_0063083,a0,a2
ISIC_0063092,a2,a0
ISIC_0063107,a0,a2
ISIC_0063122,a0,a2
ISIC_0063124,a0,a0
ISIC_0063135,a0,a3
ISIC_0063139,a0,a0
ISIC_0063143,a0,a0
ISIC_0063153,a3,a3
ISIC_0063155,a1,a1
ISIC_0063157,a0,a3
ISIC_0063160,a1,a0
ISIC_0063171,a0,a2
ISIC_0063178,a0,a2
ISIC_0063190,a0,a0
ISIC_0063197,a0,a0
ISIC_0063204,a0,a0
ISIC_0063208,a0,a2
ISIC_0063213,a3,a2
ISIC_0063227,a1,a2
ISIC_0063261,a0,a1
ISIC_0063263,a0,a1
ISIC_0063264,a0,a2
ISIC_0063267,a0,a0
ISIC_0063268,a0,a1
ISIC_0063293,a0,a2
ISIC_0063295,a0,a2
ISIC_0063316,a1,a0
ISIC_0063320,a0,a2
ISIC_0063324,a0,a1
ISIC_0063342,a0,a2
ISIC_0063368,a1,a2
ISIC_0063382,a0,a2
ISIC_0063399,a0,a0
ISIC_0063424,a0,a0
ISIC_0063428,a0,a3
ISIC_0063453,a0,a2
ISIC_0063457,a0,a2
ISIC_0063464,a0,a2
ISIC_0063493,a0,a2
ISIC_0063512,a0,a2
ISIC_0063516,a1,a2
ISIC_0063537,a3,a2
ISIC_0063544,a1,a1
ISIC_0063546,a0,a2
ISIC_0063565,a1,a1
ISIC_0063568,a1,a3
ISIC_0063575,a0,a2
ISIC_0063585,a0,a0
ISIC_0063594,a0,a0
ISIC_0063613,a3,a3
ISIC_0063617,a3,a0
ISIC_0063628,a0,a2
ISIC_0063636,a0,a3
ISIC_0063651,a0,a3
ISIC_0063681,a0,a0
ISIC_0063702,a0,a2
ISIC_0063705,a3,a2
ISIC_0063725,a0,a3
ISIC_0063736,a1,a1
ISIC_0063739,a0,a0
ISIC_0063747,a0,a2
ISIC_0063748,a0,a1
ISIC_0063769,a0,a2
ISIC_0063807,a0,a1
ISIC_0063808,a0,a1
ISIC_0063819,a0,a2
ISIC_0063827,a0,a1
ISIC_0063843,a0,a1
ISIC_0063853,a2,a3
ISIC_0063859,a1,a2
ISIC_0063871,a0,a1
ISIC_0063895,a1,a0
ISIC_0063910,a0,a0
ISIC_0063924,a1,a0
ISIC_0063928,a0,a2
ISIC_0063930,a0,a1
ISIC_0063946,a0,a2
ISIC_0063952,a0,a3
ISIC_0063956,a0,a0
ISIC_0063961,a3,a3
ISIC_0063976,a0,a1
ISIC_0063994,a0,a2
ISIC_0063998,a0,a2
ISIC_0063999,a0,a2
ISIC_0064009,a0,a1
ISIC_0064022,a0,a2
ISIC_0064026,a0,a3
ISIC_0064066,a0,a3
ISIC_0064069,a0,a2
ISIC_0064072,a1,a0
ISIC_0064080,a1,a2
ISIC_0064101,a0,a3
ISIC_0064107,a1,a3
ISIC_0064110,a0,a1
ISIC_0064120,a0,a3
ISIC_0064125,a0,a0
ISIC_0064139,a0,a0
ISIC_0064152,a0,a3
ISIC_0064160,a0,a0
ISIC_0064167,a0,a3
ISIC_0064189,a1,a1
ISIC_0064201,a1,a0
ISIC_0064220,a0,a2
ISIC_0064226,a0,a2
ISIC_0064239,a2,a0
ISIC_0064276,a2,a2
ISIC_0064279,a0,a3
ISIC_0064289,a1,a0
ISIC_0064300,a1,a2
ISIC_0064301,a0,a2
ISIC_0064306,a0,a0
ISIC_0064308,a1,a3
ISIC_0064310,a0,a1
ISIC_0064316,a0,a2
ISIC_0064326,a2,a0
ISIC_0064351,a1,a1
ISIC_0064354,a0,a0
ISIC_0064356,a1,a1
ISIC_0064365,a0,a2
ISIC_0064367,a0,a0
ISIC_0064370,a0,a0
ISIC_0064384,a1,a2
ISIC_0064385,a0,a1
ISIC_0064389,a1,a2
ISIC_0064396,a0,a1
ISIC_0064398,a0,a0
ISIC_0064403,a0,a0
ISIC_0064406,a0,a3
ISIC_0064428,a0,a1
ISIC_0064456,a1,a2
ISIC_0064457,a0,a0
ISIC_0064462,a0,a3
ISIC_0064463,a0,a2
ISIC_0064474,a0,a1
ISIC_0064475,a0,a0
ISIC_0064488,a1,a3
ISIC_0064493,a0,a0
ISIC_0064494,a1,a2
ISIC_0064509,a0,a0
ISIC_0064517,a0,a3
ISIC_0064519,a1,a2
ISIC_0064522,a1,a1
ISIC_0064523,a0,a0
ISIC_0064529,a1,a2
ISIC_0064541,a0,a1
ISIC_0064557,a0,a0
ISIC_0064561,a1,a0
ISIC_0064567,a1,a2
ISIC_0064574,a1,a0
ISIC_0064608,a0,a2
ISIC_0064619,a0,a3
ISIC_0064624,a0,a2
ISIC_0064640,a0,a2
ISIC_0064649,a0,a2
ISIC_0064659,a1,a0
ISIC_0064672,a0,a1
ISIC_0064675,a0,a1
ISIC_0064681,a0,a2
ISIC_0064684,a0,a3
ISIC_0064707,a0,a0
ISIC_0064727,a1,a1
ISIC_0064734,a1,a1
ISIC_0064742,a0,a1
ISIC_0064751,a1,a2
ISIC_0064767,a1,a2
ISIC_0064768,a0,a2
ISIC_0064781,a0,a1
ISIC_0064782,a3,a2
ISIC_0064785,a0,a3
ISIC_0064796,a0,a2
ISIC_0064805,a0,a2
ISIC_0064815,a0,a1
ISIC_0064843,a0,a0
ISIC_0064845,a0,a0
ISIC_0064860,a0,a3
ISIC_0064865,a0,a2
ISIC_0064866,a0,a2
ISIC_0064868,a1,a2
ISIC_0064903,a0,a0
ISIC_0064908,a0,a0
ISIC_0064909,a0,a3
ISIC_0064922,a0,a0
ISIC_0064926,a0,a3
ISIC_0064951,a3,a1
ISIC_0064961,a1,a2
ISIC_0064965,a0,a0
ISIC_0064969,a0,a2
ISIC_0064980,a0,a3
ISIC_0064982,a0,a0
ISIC_0064998,a1,a0
ISIC_0065023,a0,a3
ISIC_0065031,a1,a2
ISIC_0065033,a1,a1
ISIC_0065034,a0,a2
ISIC_0065039,a1,a1
ISIC_0065041,a3,a2
ISIC_0065083,a1,a2
ISIC_0065084,a2,a2
ISIC_0065105,a0,a2
ISIC_0065111,a0,a0
ISIC_0065115,a0,a3
ISIC_0065120,a0,a3
ISIC_0065121,a1,a3
ISIC_0065128,a0,a2
ISIC_0065129,a0,a1
ISIC_0065140,a1,a2
ISIC_0065141,a1,a2
ISIC_0065146,a1,a2
ISIC_0065161,a0,a0
ISIC_0065173,a0,a3
ISIC_0065229,a3,a3
ISIC_0065235,a0,a3
ISIC_0065245,a0,a2
ISIC_0065253,a0,a1
ISIC_0065261,a0,a0
ISIC_0065273,a3,a2
ISIC_0065276,a0,a2
ISIC_0065279,a0,a2
ISIC_0065290,a0,a0
ISIC_0065297,a0,a1
ISIC_0065302,a1,a1
ISIC_0065324,a0,a3
ISIC_0065341,a1,a1
ISIC_0065355,a2,a1
ISIC_0065357,a1,a0
ISIC_0065360,a3,a1
ISIC_0065362,a0,a2
ISIC_0065372,a1,a0
ISIC_0065379,a1,a3
ISIC_0065387,a0,a1
ISIC_0065394,a0,a0
ISIC_0065397,a0,a2
ISIC_0065401,a1,a2
ISIC_0065415,a0,a1
ISIC_0065429,a0,a1
ISIC_0065436,a0,a0
ISIC_0065458,a1,a0
ISIC_0065514,a3,a1
ISIC_0065542,a0,a0
ISIC_0065547,a1,a2
ISIC_0065569,a0,a2
ISIC_0065586,a3,a0
ISIC_0065597,a0,a1
ISIC_0065598,a0,a2
ISIC_0065600,a1,a1
ISIC_0065601,a1,a0
ISIC_0065603,a0,a1
ISIC_0065605,a0,a2
ISIC_0065612,a0,a2
ISIC_0065622,a2,a3
ISIC_0065636,a0,a0
ISIC_0065645,a0,a0
ISIC_0065649,a0,a2
ISIC_0065655,a0,a3
ISIC_0065662,a1,a2
ISIC_0065668,a1,a3
ISIC_0065672,a1,a2
ISIC_0065687,a3,a1
ISIC_0065688,a0,a1
ISIC_0065700,a0,a1
ISIC_0065718,a0,a0
ISIC_0065725,a2,a2
ISIC_0065746,a0,a3
ISIC_0065768,a0,a2
ISIC_0065773,a1,a0
ISIC_0065779,a1,a0
ISIC_0065791,a0,a0
ISIC_0065797,a1,a2
ISIC_0065805,a1,a2
ISIC_0065810,a0,a0
ISIC_0065816,a0,a2
ISIC_0065826,a0,a2
ISIC_0065828,a1,a2
ISIC_0065833,a0,a0
ISIC_0065853,a0,a2
ISIC_0065854,a0,a0
ISIC_0065876,a0,a3
ISIC_0065877,a0,a2
ISIC_0065880,a0,a1
ISIC_0065881,a1,a1
ISIC_0065882,a0,a0
ISIC_0065889,a0,a2
ISIC_0065892,a0,a2
ISIC_0065893,a0,a2
ISIC_0065918,a0,a2
ISIC_0065927,a1,a2
ISIC_0065969,a1,a0
ISIC_0065977,a1,a1
ISIC_0066003,a0,a1
ISIC_0066010,a0,a2
ISIC_0066017,a1,a0
ISIC_0066029,a0,a3
ISIC_0066048,a1,a0
ISIC_0066058,a0,a2
ISIC_0066061,a1,a3
ISIC_0066062,a0,a2
ISIC_0066108,a0,a1
ISIC_0066113,a2,a0
ISIC_0066115,a1,a2
ISIC_0066129,a0,a1
ISIC_0066130,a3,a0
ISIC_0066138,a0,a3
ISIC_0066144,a0,a2
ISIC_0066150,a1,a3
ISIC_0066153,a0,a0
ISIC_0066166,a0,a1
ISIC_0066174,a1,a0
ISIC_0066182,a0,a1
ISIC_0066195,a0,a1
ISIC_0066211,a1,a0
ISIC_0066213,a2,a3
ISIC_0066220,a0,a2
ISIC_0066221,a0,a2
ISIC_0066238,a0,a2
ISIC_0066240,a0,a3
ISIC_0066247,a0,a2
ISIC_0066254,a0,a0
ISIC_0066262,a0,a3
ISIC_0066279,a1,a0
ISIC_0066292,a0,a1
ISIC_0066300,a0,a0
ISIC_0066308,a0,a3
ISIC_0066319,a3,a3
ISIC_0066325,a1,a3
ISIC_0066327,a0,a0
ISIC_0066331,a0,a2
ISIC_0066338,a0,a0
ISIC_0066349,a0,a1
ISIC_0066354,a0,a3
ISIC_0066358,a0,a2
ISIC_0066360,a0,a2
ISIC_0066377,a0,a2
ISIC_0066378,a1,a3
ISIC_0066389,a0,a1
ISIC_0066391,a0,a2
ISIC_0066393,a0,a0
ISIC_0066398,a1,a2
ISIC_0066399,a0,a3
ISIC_0066430,a1,a0
ISIC_0066431,a0,a3
ISIC_0066442,a0,a2
ISIC_0066450,a0,a1
ISIC_0066458,a0,a0
ISIC_0066473,a1,a2
ISIC_0066475,a0,a0
ISIC_0066478,a0,a2
ISIC_0066482,a0,a2
ISIC_0066500,a0,a0
ISIC_0066519,a0,a2
ISIC_0066527,a1,a0
ISIC_0066563,a0,a2
ISIC_0066564,a0,a2
ISIC_0066565,a0,a0
ISIC_0066585,a0,a1
ISIC_0066593,a0,a3
ISIC_0066595,a0,a2
ISIC_0066603,a1,a0
ISIC_0066618,a1,a0
ISIC_0066621,a0,a0
ISIC_0066651,a0,a0
ISIC_0066653,a0,a1
ISIC_0066659,a1,a3
ISIC_0066661,a0,a2
ISIC_0066678,a0,a2
ISIC_0066684,a3,a3
ISIC_0066685,a0,a3
ISIC_0066695,a0,a3
ISIC_0066696,a1,a3
ISIC_0066702,a0,a2
ISIC_0066706,a1,a1
ISIC_0066709,a0,a0
ISIC_0066719,a0,a0
ISIC_0066725,a0,a2
ISIC_0066754,a1,a2
ISIC_0066776,a0,a1
ISIC_0066777,a0,a1
ISIC_0066790,a0,a2
ISIC_0066796,a1,a0
ISIC_0066807,a0,a1
ISIC_0066818,a1,a1
ISIC_0066823,a0,a2
ISIC_0066825,a0,a1
ISIC_0066826,a3,a2
ISIC_0066828,a1,a0
ISIC_0066830,a0,a2
ISIC_0066854,a1,a2
ISIC_0066862,a2,a2
ISIC_0066872,a0,a2
ISIC_0066873,a0,a0
ISIC_0066884,a0,a0
ISIC_0066895,a0,a0
ISIC_0066913,a0,a2
ISIC_0066914,a0,a0
ISIC_0066932,a0,a2
ISIC_0066935,a1,a3
ISIC_0066951,a0,a2
ISIC_0066954,a0,a1
ISIC_0066960,a0,a0
ISIC_0066965,a1,a2
ISIC_0066983,a0,a0
ISIC_0066998,a2,a0
ISIC_0067002,a1,a2
ISIC_0067007,a0,a1
ISIC_0067029,a0,a2
ISIC_0067052,a1,a2
ISIC_0067061,a3,a1
ISIC_0067108,a0,a1
ISIC_0067114,a1,a0
ISIC_0067120,a0,a1
ISIC_0067137,a0,a2
ISIC_0067141,a1,a1
ISIC_0067153,a1,a0
ISIC_0067175,a1,a2
ISIC_0067180,a0,a2
ISIC_0067219,a0,a2
ISIC_0067250,a0,a0
ISIC_0067264,a0,a3
ISIC_0067269,a2,a2
ISIC_0067277,a0,a0
ISIC_0067281,a0,a2
ISIC_0067282,a1,a0
ISIC_0067295,a0,a2
ISIC_0067305,a1,a2
ISIC_0067311,a0,a0
ISIC_0067319,a0,a0
ISIC_0067320,a1,a0
ISIC_0067326,a0,a0
ISIC_0067337,a1,a2
ISIC_0067338,a0,a0
ISIC_0067342,a1,a0
ISIC_0067345,a0,a0
ISIC_0067348,a0,a0
ISIC_0067371,a0,a0
ISIC_0067391,a0,a0
ISIC_0067394,a0,a2
ISIC_0067411,a1,a3
ISIC_0067420,a2,a2
ISIC_0067431,a0,a0
ISIC_0067458,a0,a0
ISIC_0067498,a0,a0
ISIC_0067511,a0,a2
ISIC_0067514,a1,a0
ISIC_0067565,a0,a3
ISIC_0067567,a0,a3
ISIC_0067601,a1,a3
ISIC_0067605,a0,a2
ISIC_0067620,a0,a0
ISIC_0067631,a0,a0
ISIC_0067632,a0,a2
ISIC_0067638,a1,a2
ISIC_0067642,a2,a2
ISIC_0067662,a1,a0
ISIC_0067663,a0,a1
ISIC_0067680,a0,a2
ISIC_0067689,a0,a3
ISIC_0067696,a1,a3
ISIC_0067699,a1,a3
ISIC_0067704,a0,a1
ISIC_0067715,a0,a0
ISIC_0067718,a0,a0
ISIC_0067723,a0,a1
ISIC_0067727,a1,a1
ISIC_0067734,a1,a1
ISIC_0067738,a0,a0
ISIC_0067743,a1,a1
ISIC_0067747,a2,a0
ISIC_0067751,a0,a1
ISIC_0067755,a0,a0
ISIC_0067760,a0,a0
ISIC_0067773,a0,a0
ISIC_0067780,a1,a2
ISIC_0067789,a0,a3
ISIC_0067799,a3,a2
ISIC_0067839,a0,a2
ISIC_0067850,a1,a2
ISIC_0067860,a0,a0
ISIC_0067863,a0,a2
ISIC_0067882,a0,a2
ISIC_0067887,a0,a0
ISIC_0067890,a0,a3
ISIC_0067914,a0,a3
ISIC_0067924,a0,a2
ISIC_0067927,a3,a3
ISIC_0067972,a0,a0
ISIC_0067983,a1,a1
ISIC_0067993,a0,a3
ISIC_0067995,a0,a2
ISIC_0067997,a1,a0
ISIC_0068000,a1,a0
ISIC_0068003,a0,a0
ISIC_0068011,a0,a3
ISIC_0068028,a0,a0
ISIC_0068046,a0,a0
ISIC_0068054,a0,a3
ISIC_0068057,a0,a1
ISIC_0068058,a3,a0
ISIC_0068063,a0,a1
ISIC_0068067,a0,a2
ISIC_0068074,a1,a3
ISIC_0068087,a0,a1
ISIC_0068089,a1,a2
ISIC_0068090,a0,a0
ISIC_0068098,a1,a0
ISIC_0068105,a1,a0
ISIC_0068109,a0,a2
ISIC_0068112,a0,a2
ISIC_0068118,a0,a2
ISIC_0068119,a0,a3
ISIC_0068129,a1,a3
ISIC_0068138,a0,a2
ISIC_0068155,a1,a0
ISIC_0068158,a1,a0
ISIC_0068166,a1,a2
ISIC_0068171,a3,a0
ISIC_0068223,a1,a3
ISIC_0068224,a2,a0
ISIC_0068229,a0,a2
ISIC_0068251,a0,a2
ISIC_0068264,a1,a2
ISIC_0068276,a0,a1
ISIC_0068281,a0,a2
ISIC_0068291,a1,a2
ISIC_0068295,a1,a0
ISIC_0068299,a3,a3
ISIC_0068318,a1,a2
ISIC_0068325,a0,a2
ISIC_0068334,a0,a2
ISIC_0068344,a3,a0
ISIC_0068354,a0,a2
ISIC_0068381,a0,a3
ISIC_0068383,a0,a3
ISIC_0068386,a1,a0
ISIC_0068388,a1,a1
ISIC_0068390,a0,a1
ISIC_0068394,a1,a2
ISIC_0068402,a2,a2
ISIC_0068403,a0,a2
ISIC_0068438,a0,a3
ISIC_0068460,a1,a3
ISIC_0068471,a0,a0
ISIC_0068488,a0,a3
ISIC_0068496,a0,a3
ISIC_0068504,a0,a3
ISIC_0068525,a0,a0
ISIC_0068533,a3,a2
ISIC_0068555,a0,a3
ISIC_0068560,a0,a0
ISIC_0068573,a0,a1
ISIC_0068576,a3,a1
ISIC_0068597,a0,a2
ISIC_0068601,a0,a1
ISIC_0068602,a0,a0
ISIC_0068616,a0,a3
ISIC_0068617,a1,a2
ISIC_0068646,a0,a3
ISIC_0068661,a0,a0
ISIC_0068664,a0,a2
ISIC_0068668,a0,a0
ISIC_0068675,a0,a0
ISIC_0068677,a0,a2
ISIC_0068685,a1,a1
ISIC_0068696,a1,a3
ISIC_0068699,a1,a2
ISIC_0068701,a0,a2
ISIC_0068729,a0,a2
ISIC_0068734,a0,a0
ISIC_0068737,a0,a0
ISIC_0068740,a0,a0
ISIC_0068747,a0,a3
ISIC_0068777,a0,a2
ISIC_0068783,a0,a2
ISIC_0068791,a3,a1
ISIC_0068814,a0,a3
ISIC_0068837,a0,a0
ISIC_0068847,a0,a2
ISIC_0068849,a0,a1
ISIC_0068856,a2,a2
ISIC_0068861,a0,a2
ISIC_0068862,a0,a2
ISIC_0068863,a0,a3
ISIC_0068881,a0,a3
ISIC_0068890,a2,a2
ISIC_0068893,a0,a0
ISIC_0068906,a2,a3
ISIC_0068928,a0,a3
ISIC_0068935,a0,a0
ISIC_0068950,a3,a3
ISIC_0068955,a0,a1
ISIC_0068983,a0,a1
ISIC_0068991,a0,a1
ISIC_0068994,a0,a0
ISIC_0068995,a0,a2
ISIC_0069003,a2,a1
ISIC_0069011,a1,a2
ISIC_0069020,a0,a2
ISIC_0069039,a0,a0
ISIC_0069047,a0,a2
ISIC_0069049,a0,a1
ISIC_0069050,a1,a0
ISIC_0069063,a0,a3
ISIC_0069066,a0,a1
ISIC_0069085,a0,a0
ISIC_0069087,a0,a2
ISIC_0069106,a2,a1
ISIC_0069119,a3,a2
ISIC_0069120,a0,a0
ISIC_0069125,a0,a3
ISIC_0069135,a3,a2
ISIC_0069141,a1,a2
ISIC_0069142,a0,a3
ISIC_0069143,a0,a0
ISIC_0069145,a0,a0
ISIC_0069161,a0,a2
ISIC_0069167,a0,a3
ISIC_0069168,a0,a1
ISIC_0069174,a2,a1
ISIC_0069193,a0,a3
ISIC_0069198,a1,a1
ISIC_0069219,a1,a2
ISIC_0069248,a0,a3
ISIC_0069250,a1,a3
ISIC_0069251,a3,a2
ISIC_0069267,a0,a2
ISIC_0069268,a0,a2
ISIC_0069269,a1,a2
ISIC_0069283,a1,a2
ISIC_0069284,a0,a2
ISIC_0069291,a0,a1
ISIC_0069306,a0,a2
ISIC_0069349,a0,a1
ISIC_0069365,a2,a2
ISIC_0069388,a0,a2
ISIC_0069391,a2,a0
ISIC_0069395,a1,a2
ISIC_0069396,a0,a0
ISIC_0069410,a0,a2
ISIC_0069414,a0,a0
ISIC_0069419,a0,a1
ISIC_0069439,a0,a0
ISIC_0069449,a1,a0
ISIC_0069460,a0,a1
ISIC_0069464,a0,a2
ISIC_0069472,a0,a2
ISIC_0069478,a1,a1
ISIC_0069481,a3,a0
ISIC_0069483,a0,a1
ISIC_0069487,a1,a1
ISIC_0069503,a0,a2
ISIC_0069507,a0,a1
ISIC_0069515,a3,a2
ISIC_0069532,a0,a3
ISIC_0069533,a0,a2
ISIC_0069535,a0,a2
ISIC_0069537,a2,a2
ISIC_0069552,a0,a0
ISIC_0069553,a2,a2
ISIC_0069556,a0,a3
ISIC_0069558,a0,a3
ISIC_0069570,a1,a0
ISIC_0069575,a0,a2
ISIC_0069590,a2,a1
ISIC_0069591,a0,a1
ISIC_0069592,a0,a1
ISIC_0069593,a0,a3
ISIC_0069605,a2,a0
ISIC_0069606,a1,a1
ISIC_0069617,a0,a1
ISIC_0069626,a1,a1
ISIC_0069633,a0,a0
ISIC_0069635,a0,a2
ISIC_0069638,a0,a3
ISIC_0069658,a0,a2
ISIC_0069666,a0,a0
ISIC_0069668,a3,a2
ISIC_0069678,a0,a3
ISIC_0069683,a0,a2
ISIC_0069686,a0,a0
ISIC_0069698,a0,a1
ISIC_0069706,a0,a3
ISIC_0069707,a0,a0
ISIC_0069709,a2,a2
ISIC_0069727,a0,a2
ISIC_0069734,a2,a3
ISIC_0069738,a0,a0
ISIC_0069740,a3,a0
ISIC_0069754,a0,a2
ISIC_0069760,a1,a2
ISIC_0069763,a0,a0
ISIC_0069770,a0,a0
ISIC_0069796,a0,a2
ISIC_0069813,a0,a2
ISIC_0069826,a0,a0
ISIC_0069828,a0,a2
ISIC_0069832,a1,a0
ISIC_0069837,a3,a0
ISIC_0069849,a0,a2
ISIC_0069865,a0,a3
ISIC_0069869,a0,a1
ISIC_0069886,a0,a1
ISIC_0069889,a0,a3
ISIC_0069901,a0,a3
ISIC_0069919,a0,a3
ISIC_0069939,a2,a3
ISIC_0069941,a0,a1
ISIC_0069952,a3,a0
ISIC_0069956,a1,a3
ISIC_0069990,a0,a0
ISIC_0069998,a1,a3
ISIC_0070003,a0,a2
ISIC_0070006,a0,a3
ISIC_0070009,a0,a3
ISIC_0070018,a0,a2
ISIC_0070020,a0,a3
ISIC_0070021,a0,a2
ISIC_0070027,a3,a2
ISIC_0070039,a0,a2
ISIC_0070042,a1,a1
ISIC_0070048,a0,a0
ISIC_0070057,a1,a1
ISIC_0070072,a0,a1
ISIC_0070074,a0,a3
ISIC_0070077,a1,a0
